77.3248,4.17111,-0.774449,-9.62287,0.219619,4.31302
18.3544,14.1625,-0.774449,-9.62287,0.219619,4.31302
18.3544,14.1625,-0.774449,-9.62287,0.219619,4.31302
18.3544,14.1625,-0.774449,-9.62287,0.219619,4.31302
18.3544,14.1625,-0.774449,-7.99367,0.28008,5.91867
16.8546,13.7984,-0.774449,-7.99367,0.28008,5.91867
16.8557,13.7886,-0.774449,-7.99367,0.28008,5.91867
16.8557,13.7886,-0.774449,-7.99367,0.28008,5.91867
16.8557,13.7886,-0.774449,-8.30702,0.291982,6.73298
16.6554,13.2682,-0.774449,-8.30702,0.291982,6.73298
16.6534,13.2767,-0.774449,-8.30702,0.291982,6.73298
16.6534,13.2767,-0.774449,-8.30702,0.291982,6.73298
16.6534,13.2767,-0.774449,-8.30702,0.291982,6.73298
16.6534,13.2767,-0.774449,-8.30702,0.291982,6.73298
16.6534,13.2767,-0.774449,-7.76395,0.316418,7.29675
15.7901,12.742,-0.774449,-7.76395,0.316418,7.29675
15.7901,12.742,-0.774449,-7.76395,0.316418,7.29675
15.7901,12.742,-0.774449,-7.76395,0.316418,7.29675
15.7901,12.742,-0.774449,-7.76395,0.316418,7.29675
15.7901,12.742,-0.774449,-7.76395,0.316418,7.29675
15.7901,12.742,-0.774449,-7.76395,0.316418,7.29675
15.7851,12.7402,-0.774449,-7.76395,0.316418,7.29675
15.7851,12.7402,-0.774449,-7.76395,0.316418,7.29675
15.7851,12.7402,-0.774449,-7.76395,0.316418,7.29675
15.7851,12.7402,-0.774449,-7.76395,0.316418,7.29675
15.7851,12.7402,-0.774449,-7.74228,0.320835,7.43078
15.5573,12.4074,-0.774449,-7.19862,0.330129,7.26169
15.2564,12.5018,-0.774449,-7.19862,0.330129,7.26169
15.2508,12.4769,-0.774449,-6.39681,0.342938,6.71495
14.7703,12.3286,-0.774449,-6.34794,0.356032,7.10596
14.1952,11.5991,-0.774449,-5.90016,0.365319,6.72104
13.8982,11.4737,-0.774449,-5.69121,0.385016,7.12863
13.2164,11.0307,-0.774449,-5.49871,0.396419,7.25311
12.8733,11.04,-0.774449,-4.57269,0.436963,6.37333
11.7836,10.2671,-0.774449,-4.66437,0.449652,6.92356
11.1689,9.5171,-0.774449,-4.33504,0.481817,6.68229
10.1895,8.51404,-0.774449,-3.92865,0.519953,6.40497
9.34043,8.15669,-0.774449,-3.67008,0.546421,6.23762
8.86206,8.12632,-0.774449,-3.42311,0.605452,6.16662
7.43864,6.96878,-0.774449,-3.10381,0.680035,5.66786
6.06771,6.0849,-0.774449,-2.75764,0.807309,5.03249
4.21372,5.08868,-0.774449,-2.4156,1.07898,3.95405
2.68059,4.19141,-0.774449,-2.30351,1.47036,3.12927
2.08062,3.80518,-0.774449,-2.38047,1.74037,2.4728
